小区名称,房价,区域商圈：,详细地址：,建筑类型：,物业费用：,产权类别：,容积率：,总户数：,绿化率：,建筑年代：,停车位：,开发商：,物业公司：,经度,纬度
德鑫嘉园,37272,丰台 新宫,槐房北路2号,多层|小高层|高层,0.00元/平米/月,小产权房,0.00,暂无数据,38%,2005年,暂无数据,暂无数据,无,116.37952907770746,39.822622791118356
叠翠庭院,0,石景山 苹果园,八大处路,多层,0.00元/平米/月,小产权房,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.20680752950533,39.95020693833603
方家胡同,174555,东城 安定门,方家胡同,低层,0.00元/平米/月,商品房住宅,0.00,144户,30%,2004年,车位充足,北京住总房地产开发有限责任公司,天诺物业管理有限公司,116.41798571086088,39.949974365080855
鸿博家园(二期F区),43774,朝阳 小红门,红坊路,高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.47049230212279,39.83158552709728
南方庄1号院,53262,丰台 方庄,方庄南路1号,小高层|高层,0.80元/平米/月,商品房住宅,2.00,1150户,30%,2000年,暂无数据,上海叶达贸易发展有限公司,北京中原物业顾问有限公司,116.44582506907314,39.85571047205087
金鱼池(西区),86751,东城 天坛,天坛路,多层,1.39元/平米/月,商品房住宅,1.60,2796户,36%,1990年,地上车位免费，地库车位250元/月，一年是3000元。,瑞幸咖啡、叽哩呱啦,北京世纪金龙物业管理有限责任公司,116.41312750039165,39.89589218292908
美然动力街区A2区,54592,朝阳 定福庄,朝阳北路,多层|小高层|高层,1.50元/平米/月,商品房住宅,1.60,1800户,30%,2003年,地上150元/月、地下300元/月,上海欣广物业管理有限公司,北京昆和物业管理有限公司,116.56489711460793,39.92903951421424
新太仓二巷,115384,东城 东四,新太仓二巷,低层,0.50元/平米/月,商品房住宅,2.10,156户,30%,1988年,车位充足,暂无数据,暂无数据,116.42936879305961,39.94482850450306
圣馨家园,80382,朝阳 太阳宫,太阳宫南街,多层|高层,2.00元/平米/月,商品房住宅,2.00,1800户,20%,2010年,500,冠城开发,冠城物业管理公司,116.44717992668059,39.979887306390296
双河南里小区,34875,大兴 黄村,京开路,多层,0.70元/平米/月,商品房住宅,1.43,1200户,25%,2015年,150元/车位·月,北京顺义新城建设开发有限公司,北京天宝伟业物业管理有限责任公司,116.35382586215046,39.739729048708256
天通苑西二区,40781,昌平 天通苑,立汤路,多层,1.25元/平米/月,经济适用房,1.10,5760户,30%,2015年,地上停车位150元/月 地下停车180元/月,北京顺天通房地产开发有限公司,北京顺天通物业管理公司,116.41350901074175,40.10863904478827
核桃园北里,97976,朝阳 东大桥,中纺街28号,多层,1.20元/平米/月,商品房住宅,1.20,1117户,20%,1981年,地上：150元/车位/月,亚伦物业管理有限公司,北京东岳物业管理有限公司,116.44577991754329,39.933834049371306
天居园,66496,朝阳 媒体村,双营路,超高层,2.76元/平米/月,商品房住宅,4.30,暂无数据,35%,1999年,暂无数据,上海华为科技有限公司,北京北辰信诚物业管理有限责任公司,116.41994527989017,40.044838602503184
金域缇香,39352,房山 长阳,长韩路10号,高层,2.90元/平米/月,商品房住宅,2.30,1092户,30%,2014年,停车位充足,云峰集团物业管理,北京万科物业服务有限公司,116.22409644311313,39.80588643043943
沙河一通小区,43648,昌平 沙河,沙阳路,多层|高层,0.60元/平米/月,商品房住宅,1.50,374户,30%,2001年,暂无数据,北京顺天通房地产开发有限公司,北京百姓人家物业管理中心,116.2626210833835,40.12815209307252
东大桥东里,78307,朝阳 东大桥,朝阳门外大街,多层|高层,1.61元/平米/月,商品房住宅,2.23,2600户,40%,1991年,充足,上海豪景物业管理有限公司,业主自管,116.45364560724974,39.928961698605434
方宝苑,57505,丰台 成寿寺,方庄南路,高层,0.00元/平米/月,商品房住宅,3.70,1100户,30%,2003年,180,"快板电子科技有限公司,上海久誉软件系统有限公司",上海叶达贸易发展有限公司,116.44940799383699,39.85944457940868
翠微南里,93142,海淀 公主坟,玉渊潭南路,多层|高层,1.10元/平米/月,商品房住宅,3.00,500户,28%,2015年,地上车位30个，150元/月,大润发、倾城宝贝儿童摄影、筑博设计集团（上海）股份有限公司、上海久宙化工有限公司、上海韵华电子科技有限公司、上海真迪智能科技有限公司、上海炫创企业策划有限公司、河北建工集团,中房集团北京物业公司,116.30441501672688,39.91805505554101
中关园,27757,海淀 北京大学,成府路,多层,2.90元/平米/月,商品房住宅,1.20,500户,20%,1983年,停车位380个，出租300-600元/月,"贝古设计事务所,中国建筑与室内设计师网",-,116.32499600443543,39.99786952701159
惠新北里社区,78703,朝阳 惠新西街,安苑路,多层,1.00元/平米/月,商品房住宅,2.15,4044户,20%,1995年,地上120元/月，无地下停车,上海豪景物业管理有限公司,北京恒安物业管理有限公司,116.42664601018076,39.99113207401925
长城国际,50126,通州 果园,杨庄路,高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.63929396846935,39.900732094094174
龙腾苑(二区),45595,昌平 回龙观,育知东路,多层,0.64元/平米/月,经济适用房,0.93,1300户,30%,2015年,150元/车位/月,"上海芝阁信息科技服务有限公司,上海窗钩厂",北京天鸿宝地置业有限公司,116.34368138785682,40.08317228959942
新景家园(东区),110179,东城 崇文门,西花市大街32号,高层,2.48元/平米/月,商品房住宅,2.60,3560户,30%,2001年,停车位充足、地下车位500元/月地上车位150元/月,上海友喜建设集团有限公司,北京世纪华腾物业管理有限公司,116.43208929241847,39.90143416673244
后南仓小区,50204,通州 通州北苑,新城南街,多层,0.60元/平米/月,商品房住宅,1.17,1674户,30%,1990年,250,通州区住房和城乡建设委员会,北京通运达物业管理有限公司,116.65802067394421,39.90801829621002
春风雅筑,36363,丰台 青塔,双林东路108号,高层,2.20元/平米/月,小产权房,3.00,1389户,暂无数据,2013年,300,上海白玉兰智能交通系统管理有限公司,北京世纪美泰物业管理有限公司,116.26501713367026,39.87594955193207
阜北15号院,130982,西城 阜成门,阜成门北大街15号,高层,1.30元/平米/月,商品房住宅,0.00,280户,26%,2015年,车位充足,暂未获知,业主自管,116.36206026943822,39.93306059505999
远洋天地,74295,朝阳 四惠,八里庄西里1号,小高层|高层|超高层,2.30元/平米/月,商品房住宅,3.20,3300户,32%,2003年,1：0.7,"上海南河服饰有限公司,源捷贸易有限公司",远洋亿家物业服务股份有限公司,116.49889905794261,39.91905950766695
圆明园西路甲1号院,82266,海淀 马连洼,圆明园西路1号,多层,0.60元/平米/月,商品房住宅,1.80,暂无数据,20%,1998年,停车位充足,北京融创恒基地产有限公司,天津融创物业管理有限公司北京分公司,116.29289174498395,40.02183993037002
国锐金嵿,62055,大兴 亦庄,荣华南路1号,小高层|超高层,4.20元/平米/月,商品房住宅,4.83,1650户,30%,2014年,停车位配比1：1.6,北京国锐房地产开发有限公司,北京澳西物业管理有限公司,116.51449022803489,39.796677571072685
永泰东里,71467,海淀 清河,永泰中路,多层,0.80元/平米/月,商品房住宅动迁配套房,2.00,4795户,30%,1998年,车位150元/月，权金城北院无停车费,上海家能实业有限公司,上海家能实业有限公司,116.36539495915237,40.04064393344764
国子监胡同,159183,东城 交道口,国子监胡同,多层,0.00元/平米/月,商品房住宅,1.36,暂无数据,35%,暂无数据,暂无数据,暂无数据,暂无数据,116.4221656216192,39.95274310955652
太玉园西区,20000,通州 土桥,张采路,多层,0.00元/平米/月,小产权房,0.00,暂无数据,暂无数据,2005年,暂无数据,北京成龙房地产开发有限公司,暂无数据,116.70625482898028,39.857181676540336
北京ONE(商住楼),40206,通州 新华大街,新华大街,超高层,0.00元/平米/月,办公,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.21675267609443,39.840212366862886
裕龙花园一区,44573,顺义 顺义城区,裕龙二街,多层,0.58元/平米/月,商品房住宅,1.88,1104户,30%,1998年,小区内停车位充足,北京航空航天大学校友产业基地,北京大龙绿港物业管理有限公司,116.67298635390989,40.12501820048202
双桥小区,46751,朝阳 双桥,广渠路,多层,0.00元/平米/月,商品房住宅,2.30,暂无数据,30%,1999年,充足,北京内燃机厂,北京房修一建筑有限公司物业管理分公司,116.57750312566002,39.90191503421852
北京城建龙樾华府,56840,昌平 沙河,北清路,多层,4.90元/平米/月,商品房住宅,1.67,暂无数据,30%,2018年,暂无数据,北京世纪鸿城置业有限公司,北京城承物业管理有限公司,116.470965295906,40.10992582772475
太平家园,42751,昌平 天通苑,太平庄中街,多层,0.55元/平米/月,动迁配套房,1.20,1600户,30%,1995年,充足，150元/月,北京安地房地产开发有限责任公司,北京嘉仁物业管理有限责任公司,116.41507987758703,40.07582794956865
诺德家园,78122,丰台 丽泽桥,凤凰嘴村122号,高层,0.00元/平米/月,商品房住宅经济适用房,0.00,暂无数据,暂无数据,2010年,暂无数据,暂无数据,暂无数据,116.33088870891977,39.87096798176908
恋日国际,55594,朝阳 CBD,南郎家园18号,高层,6.60元/平米/月,商品房住宅,4.90,暂无数据,30%,2002年,暂无数据,北京华野投资管理有限公司,北京华野家园物业管理有限公司,116.47149121784987,39.91112662221902
清岚花园西区,34905,顺义 后沙峪,俗安路,多层,0.98元/平米/月,商品房住宅,1.17,2096户,30%,2007年,自动停车,上海增沁物业管理有限公司,北京裕鑫龙腾物业管理公司,116.54582348354513,40.12605799729349
中弘北京像素南区,45454,朝阳 常营,五里桥二街2号,高层,2.10元/平米/月,办公,0.00,暂无数据,40%,2009年,暂无数据,北京中弘投资有限公司,北京中弘文昌物业管理有限公司,116.62440778854129,39.93248845173747
东恒时代(一期),67318,朝阳 四惠,京通快速路,高层,2.10元/平米/月,商品房住宅,2.90,904户,15%,2002年,1车位/2户。地下车位出租600元/月`每位,上海叶佳具物业有限公司,北京华泰龙安物业管理有限责任公司,116.50111445899131,39.916295066877204
北京方糖,37857,顺义 后沙峪,火沙路,多层|小高层|高层,4.83元/平米/月,办公,2.77,1298户,30%,2013年,580,竺坊建筑设计,北京商宝通商业管理有限公司,116.56362259875038,40.10870829913207
力源里小区,63362,朝阳 四惠,东四环中路,小高层,1.00元/平米/月,商品房住宅,2.10,暂无数据,30%,1996年,150元/车位/月,上海建盛物业管理有限公司,北京国华电力有限责任公司,116.42573081652719,39.83702062507665
当代名筑家园,58147,通州 梨园,京津公路,小高层,1.35元/平米/月,商品房住宅,2.00,1040户,37%,2005年,地上车位466个,北京筑高房地产开发有限公司,廊坊开发区东方大学城物业服务有限公司,116.67170528042212,39.89572161592721
观唐,89285,朝阳 来广营,观唐东路1号,低层,9.00元/平米/月,商品房住宅,0.43,326户,暂无数据,2004年,1:1,博华紫光置业有限公司,业主自管,116.42295047114327,40.000943064426046
甘露园西里,55901,朝阳 甘露园,朝阳路,高层,1.00元/平米/月,商品房住宅,3.60,266户,30%,1975年,总数0个 地上车位0个,上海阿斯牛牛春天实业有限公司,北京国贸酒店物业管理有限公司,116.51645527133796,39.922587043022055
中仓小区,46370,通州 中仓,新建街,多层,0.60元/平米/月,商品房住宅,1.40,2155户,40%,1991年,500个，充足,通州区住房和城乡建设委员会,北京通州兴华物业管理公司,116.67021166785067,39.911171243268846
兆丰家园西区,27075,昌平 沙河,高教园南三街,高层,1.45元/平米/月,小产权房,0.00,暂无数据,30%,2009年,车位充足,江苏金枫物业服务有限责任公司上海分公司,北京玉泉物业服务有限公司,116.28640390142125,40.156857548673585
东馨园,76145,海淀 马连洼,东北旺中路,多层,0.60元/平米/月,商品房住宅,1.90,804户,20%,1992年,150元/车位/月,暂未获知,北京东居物业管理有限公司,116.29581113638285,40.047821359904276
艺苑东街8号院,50864,通州 乔庄,艺苑东街8号,多层,0.50元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,通州区住房和城乡建设委员会,北京艺苑物业管理中心,116.67811549871077,39.89996774206037
东直门外大街22号小区,87942,朝阳 三里屯,东直门外大街22号,多层,0.50元/平米/月,商品房住宅,3.00,暂无数据,25%,1999年,停车位不太多，只能在邻近小区停车或者马路旁边，个别车位在小区内部,北京市东城区住宅建设开发公司,暂无数据,116.4560189834071,39.946539389268736
四海公寓,34956,通州 北关环岛,潞苑北大街,多层,0.67元/平米/月,商品房住宅,1.30,1000户,30%,2015年,大约1500个停车位 因为每栋楼都是独立的，间隙很大，停车方便，而且不收费。,通州区住房和城乡建设委员会,北京丛林庄园物业管理有限公司,116.70337638863464,39.95663710175987
御槐园,37288,丰台 新宫,槐房路,多层,0.00元/平米/月,小产权房,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.38039935608552,39.82018195103742
晨欣园,62525,丰台 马家堡,马家堡西路,多层,0.98元/平米/月,商品房住宅,2.70,暂无数据,35%,1999年,暂无数据,北京市新兴房地产开发总公司西城区分公司,北京市久筑物业管理有限责任公司,116.38084958680713,39.852956559078216
玺萌公馆,73898,丰台 马家堡,镇国寺北街8号,多层,3.75元/平米/月,商品房住宅,1.57,599户,30%,2008年,暂无数据,上海一步企业形象设计有限公司,北京星河城物业管理有限公司,116.3701384613978,39.8480019730357
天润福熙大道,79870,朝阳 北苑,清河营东路1号,高层,3.30元/平米/月,商品房住宅,2.23,3000户,50%,2016年,3234个,北京春光置地房地产开发有限公司,均豪物业有限公司,116.44263998046371,40.053071209807854
